timestamp,date,ticker,mid,alpha,target_position,position,trade,impact_cost,model_name,price_change,previous_position,trading_cashflow,inventory_pnl,pnl,cumulative_pnl
2024-01-02 09:30:00,2024-01-02,STK1,100.1114772136325,-0.0025876796234364247,-2464.4544371257025,-2464.4544371257025,-2464.4544371257025,6.073535672668563,OW,0.0,0.0,246720.17422634526,0.0,-6.073535672668563,-6.073535672668563
2024-01-02 09:31:00,2024-01-02,STK1,99.91634661403135,0.0016092419113457003,1532.6098845103008,1532.6098845103006,3997.064321636003,15.976523191295481,OW,-0.19513059960114276,-2464.4544371257025,-399372.064199161,480.8904720060351,464.9139488147396,458.84041314207104
2024-01-02 09:32:00,2024-01-02,STK1,99.92912077657515,0.001287285234291001,1225.9847698154585,1225.9847698154585,-306.62511469484207,0.09401896096162504,OW,0.012774162543792045,1532.6098845103006,30640.77811947208,19.577807780956935,19.48378881999531,478.32420196206635
2024-01-02 09:33:00,2024-01-02,STK1,99.84391319498097,0.0015990046876743999,1522.8601569659456,1522.8601569659456,296.8753871504871,0.08813499549575159,OW,-0.08520758159417596,1225.9847698154585,-29641.2003843796,-104.46319730726772,-104.55133230276347,373.7728696593029
2024-01-02 09:34:00,2024-01-02,STK1,99.92160119409878,-0.0005842915550333109,-556.4676176816126,-556.4676176816126,-2079.3277746475583,4.3236039944207665,OW,0.07768799911781343,1522.8601569659456,207769.76065014623,118.30795853092361,113.98435453650285,487.75722419580575
2024-01-02 09:35:00,2024-01-02,STK1,99.96832639753332,-0.00046705897294496755,-444.8176458355445,-444.8176458355445,111.64997184606813,0.012465716213227803,OW,0.04672520343453357,-556.4676176816126,-11161.460827783145,-26.001062640903598,-26.013528357116826,461.74369583868895
2024-01-02 09:36:00,2024-01-02,STK1,100.00519659381493,-0.00035475756488835574,-337.86402573745715,-337.86402573745715,106.95362009808736,0.011439076852085995,OW,0.03687019628161181,-444.8176458355445,-10695.917804329421,-16.400513911481013,-16.4119529883331,445.33174285035585
2024-01-02 09:37:00,2024-01-02,STK1,100.00020386790585,-0.0009996455064624073,-952.0424327809282,-952.0424327809282,-614.178407043471,0.37721511567845556,OW,-0.004992725909076512,-337.86402573745715,61417.96591561277,1.6868624750442958,1.3096473593658402,446.6413902097217
2024-01-02 09:38:00,2024-01-02,STK1,99.9321339526841,0.0013475632956111096,1283.3923925892543,1283.392392589254,2235.4348253701824,4.997168858477818,OW,-0.06806991522175565,-952.0424327809282,-223391.77241138805,64.80544768691178,59.808278828433956,506.44966903815566
2024-01-02 09:39:00,2024-01-02,STK1,99.88933940508599,0.0019170026832478445,1825.7151024121354,1825.7151024121354,542.3227098228813,0.29411392158963306,OW,-0.04279454759810619,1283.392392589254,-54172.25722858375,-54.92219683170822,-55.216310753297854,451.2333582848578
2024-01-02 09:40:00,2024-01-02,STK1,99.94252557247702,0.0021312969652813986,2029.8047004539983,2029.8047004539983,204.08959804186293,0.04165256402888918,OW,0.05318616739103277,1825.7151024121354,-20397.229871375443,97.10278904522836,97.06113648119947,548.2944947660573
2024-01-02 09:41:00,2024-01-02,STK1,99.98559218792242,0.0023348344960947786,2223.6497832809478,2223.6497832809478,193.84508282694947,0.037575916136186896,OW,0.04306661544539736,2029.8047004539983,-19381.715399169414,87.41681846371233,87.37924254757614,635.6737373136334
2024-01-02 09:42:00,2024-01-02,STK1,99.94496479818498,0.003282946208018531,3126.6124584819736,3126.6124584819736,902.9626752010258,0.8153415928061932,OW,-0.040627389737437625,2223.6497832809478,-90246.57278704147,-90.34108638492377,-91.15642797772996,544.5173093359034
2024-01-02 09:43:00,2024-01-02,STK1,100.00654780487594,0.0037461242615689887,3567.7339941285663,3567.7339941285663,441.12153564659275,0.19458820921120817,OW,0.0615830066909524,3126.6124584819736,-44115.041942401265,192.5461959507105,192.3516077414993,736.8689170774027
2024-01-02 09:44:00,2024-01-02,STK1,99.99515296222373,0.0040753381503706824,3881.2707324761427,3881.2707324761427,313.5367383475764,0.09830528629363657,OW,-0.011394842652208581,3567.7339941285663,-31352.154110342617,-40.65376748803067,-40.752072774324304,696.1168443030783
2024-01-02 09:45:00,2024-01-02,STK1,100.0602302546715,0.004040324835664657,3847.9247502284825,3847.9247502284825,-33.34598224766023,0.0011119545320612712,OW,0.06507729244776783,3881.2707324761427,3336.606661769071,252.582590526312,252.58147857177994,948.6983228748583
2024-01-02 09:46:00,2024-01-02,STK1,100.11459315820697,0.002203006933020115,2098.0998427812115,2098.0998427812115,-1749.824907447271,3.0618872067228504,OW,0.0543629035354769,3847.9247502284825,175183.0087071807,209.18436200844505,206.1224748017222,1154.8207976765805
2024-01-02 09:47:00,2024-01-02,STK1,100.12627579210196,0.0014932014221128765,1422.0952381120367,1422.0952381120367,-676.0046046691748,0.4569822255339273,OW,0.011682633894992023,2098.0998427812115,67685.82348383665,24.511332338353213,24.054350112819286,1178.8751477893998
2024-01-02 09:48:00,2024-01-02,STK1,100.21356673865344,0.0016686207742818578,1589.1611286864088,1589.1611286864088,167.06589057437213,0.027911011793408082,OW,0.08729094655147662,1422.0952381120367,-16742.268774827415,124.13603942114722,124.10812840935381,1302.9832761987536
2024-01-02 09:49:00,2024-01-02,STK1,100.22033930708315,0.0009397667397128327,895.0150901883263,895.0150901883263,-694.1460384980825,0.4818387227625814,OW,0.006772568429710191,1589.1611286864088,69567.55150694543,10.762702489864186,10.280863767101604,1313.2641399658553
2024-01-02 09:50:00,2024-01-02,STK1,100.28362720162677,0.0010845100759021237,1032.8657552727318,1032.8657552727318,137.85066508440548,0.019002805864212928,OW,0.06328789454362038,895.0150901883263,-13824.164706820828,56.64362064278768,56.62461783692347,1369.8887578027789
2024-01-02 09:51:00,2024-01-02,STK1,100.23646761787663,0.001304797970498442,1242.6635503189443,1242.6635503189443,209.7977950462125,0.04401511480625259,OW,-0.04715958375014395,1032.8657552727318,-21029.3898894516,-48.70951908844008,-48.75353420324633,1321.1352235995325
2024-01-02 09:52:00,2024-01-02,STK1,100.20889212428689,0.0014566331123528882,1387.2683096043606,1387.2683096043606,144.60475928541632,0.020910536407993195,OW,-0.027575493589736766,1242.6635503189443,-14490.682723890757,-34.26706076601958,-34.28797130242758,1286.847252297105
2024-01-02 09:53:00,2024-01-02,STK1,100.30596921670744,-0.0023455817221953814,-2233.8852269620515,-2233.8852269620515,-3621.153536566412,13.112752935387434,OW,0.09707709242054818,1387.2683096043606,363223.3151678018,134.67197390356017,121.55922096817274,1408.4064732652776
2024-01-02 09:54:00,2024-01-02,STK1,100.27238387312683,-0.001482718100619306,-1412.1111319125466,-1412.1111319125466,821.7740950495049,0.6753126632944327,OW,-0.03358534358061149,-2233.8852269620515,-82401.24751579537,75.02580286717279,74.35049020387835,1482.7569634691558
2024-01-02 09:55:00,2024-01-02,STK1,100.3437256248243,-0.0035401358778569298,-3371.554767906821,-3371.554767906821,-1959.4436359942742,3.839419362638462,OW,0.07134175169747436,-1412.1111319125466,196617.87458751755,-100.74248174214436,-104.58190110478283,1378.175062364373
