date,timestamp,ticker,mid,spread,volume,date_parsed,usable_price,row_id_within_stock_date,dt_seconds,target_timestamp_h,future_timestamp_h,future_mid_h,future_time_gap_seconds,future_return_h,valid_future_return,horizon_minutes,delta_w,alpha_synthetic,alpha_x,alpha_y,target_corr
2024-01-02,2024-01-02 09:30:00,STK1,100.1114772136325,0.030921040871780915,4897.0,2024-01-02,True,0,,2024-01-02 09:35:00,2024-01-02 09:35:00,99.96832639753332,0.0,-0.00142991413255944,True,5.0,0.6813681042361335,5.6877609610605456e-05,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:31:00,STK1,99.91634661403135,0.03926867054910268,8727.0,2024-01-02,True,1,60.0,2024-01-02 09:36:00,2024-01-02 09:36:00,100.00519659381493,0.0,0.0008892436802838688,True,5.0,-2.3254751570731114,-0.00023450465671225276,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:32:00,STK1,99.92912077657515,0.013843408980266377,7457.0,2024-01-02,True,2,60.0,2024-01-02 09:37:00,2024-01-02 09:37:00,100.00020386790585,0.0,0.0007113351021033054,True,5.0,1.6780598876192436,0.00018272592938114576,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:33:00,STK1,99.84391319498097,0.021123940726977437,8074.0,2024-01-02,True,3,60.0,2024-01-02 09:38:00,2024-01-02 09:38:00,99.9321339526841,0.0,0.0008835867393421903,True,5.0,2.103166643088565,0.0002291246183807282,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:34:00,STK1,99.92160119409878,0.034682848398124896,8034.0,2024-01-02,True,4,60.0,2024-01-02 09:39:00,2024-01-02 09:39:00,99.88933940508599,0.0,-0.000322871017150006,True,5.0,-4.362647308324105,-0.00045982349761250024,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:35:00,STK1,99.96832639753332,0.016817161653543307,6794.0,2024-01-02,True,5,60.0,2024-01-02 09:40:00,2024-01-02 09:40:00,99.94252557247702,0.0,-0.00025808999696252943,True,5.0,-2.9117618962512974,-0.0003071835423502955,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:36:00,STK1,100.00519659381493,0.03482893515977746,8991.0,2024-01-02,True,6,60.0,2024-01-02 09:41:00,2024-01-02 09:41:00,99.98559218792242,0.0,-0.00019603387184097265,True,5.0,0.28585983175302954,2.7932750291848032e-05,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:37:00,STK1,100.00020386790585,0.03274263220256121,1574.0,2024-01-02,True,7,60.0,2024-01-02 09:42:00,2024-01-02 09:42:00,99.94496479818498,0.0,-0.0005523895710636273,True,5.0,-0.7071399338610044,-7.94750075056486e-05,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:38:00,STK1,99.9321339526841,0.03679363363966593,1611.0,2024-01-02,True,8,60.0,2024-01-02 09:43:00,2024-01-02 09:43:00,100.00654780487594,0.0,0.0007446438822877877,True,5.0,-0.03756853028027046,3.5149298303210204e-06,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:39:00,STK1,99.88933940508599,0.015839161235559028,9736.0,2024-01-02,True,9,60.0,2024-01-02 09:44:00,2024-01-02 09:44:00,99.99515296222373,0.0,0.0010593078076992501,True,5.0,-1.9074642098479324,-0.00018910665591545937,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:40:00,STK1,99.94252557247702,0.014628684762026434,5480.0,2024-01-02,True,10,60.0,2024-01-02 09:45:00,2024-01-02 09:45:00,100.0602302546715,0.0,0.0011777237119059425,True,5.0,1.9663936510689362,0.0002175369630725708,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:41:00,STK1,99.98559218792242,0.03234286467723451,1394.0,2024-01-02,True,11,60.0,2024-01-02 09:46:00,2024-01-02 09:46:00,100.11459315820697,0.0,0.0012901955918018793,True,5.0,1.7391956399702555,0.00019480972357676735,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:42:00,STK1,99.94496479818498,0.021113791181046067,4697.0,2024-01-02,True,12,60.0,2024-01-02 09:47:00,2024-01-02 09:47:00,100.12627579210196,0.0,0.0018141083373544031,True,5.0,0.14764912834860866,3.359043285602681e-05,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:43:00,STK1,100.00654780487594,0.01568414077252857,3932.0,2024-01-02,True,13,60.0,2024-01-02 09:48:00,2024-01-02 09:48:00,100.21356673865344,0.0,0.0020700537946918285,True,5.0,2.520587965819431,0.00028428126529969746,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:44:00,STK1,99.99515296222373,0.016807280471526524,7178.0,2024-01-02,True,14,60.0,2024-01-02 09:49:00,2024-01-02 09:49:00,100.22033930708315,0.0,0.0022519726025569398,True,5.0,1.0453826693917887,0.0001318490282673582,0.010000000000000002,0.010457797532918171,0.1
2024-01-02,2024-01-02 09:45:00,STK1,100.0602302546715,0.023114557566169924,5281.0,2024-01-02,True,15,60.0,2024-01-02 09:50:00,2024-01-02 09:50:00,100.28362720162677,0.0,0.0022326247539776745,True,5.0,-1.9214363595601358,-0.00017849272288957758,0.010000000000000002,0.010457797532918171,0.1
